Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Les Taillères;2406;02;La Brévine;6432;NE;2534190.324;1202846.858;fr;2008-07-01
La Châtagne;2406;03;La Brévine;6432;NE;2539646.049;1203404.779;fr;2008-07-01
Le Brouillet;2406;04;La Brévine;6432;NE;2530821.702;1200705.865;fr;2008-07-01
Brot-Plamboz;2318;00;Brot-Plamboz;6433;NE;2547300.954;1203362.016;fr;2008-07-01
Le Prévoux;2400;02;Le Cerneux-Péquignot;6434;NE;2544313.653;1209128.296;fr;2008-07-01
La Chaux-du-Milieu;2405;00;Le Cerneux-Péquignot;6434;NE;2543475.342;1207485.746;fr;2008-07-01
La Brévine;2406;00;Le Cerneux-Péquignot;6434;NE;2537128.264;1204354.798;fr;2008-07-01
Le Cerneux-Péquignot;2414;00;Le Cerneux-Péquignot;6434;NE;2541107.549;1207604.492;fr;2008-07-01
Le Prévoux;2400;02;La Chaux-du-Milieu;6435;NE;2545206.816;1209051.387;fr;2008-07-01
La Chaux-du-Milieu;2405;00;La Chaux-du-Milieu;6435;NE;2543541.936;1206341.956;fr;2008-07-01
La Châtagne;2406;03;La Chaux-du-Milieu;6435;NE;2541055.846;1203864.930;fr;2008-07-01
Le Crêt-du-Locle;2322;00;Le Locle;6436;NE;2549035.909;1214534.337;fr;2008-07-01
Le Locle;2400;00;Le Locle;6436;NE;2547522.159;1211238.490;fr;2008-07-01
Le Prévoux;2400;02;Le Locle;6436;NE;2544906.224;1209764.746;fr;2008-07-01
Les Brenets;2416;00;Le Locle;6436;NE;2546014.368;1214057.746;fr;2008-07-01
Travers;2105;00;Les Ponts-de-Martel;6437;NE;2541321.874;1202728.260;fr;2008-07-01
La Sagne NE;2314;00;Les Ponts-de-Martel;6437;NE;2547894.121;1208374.566;fr;2008-07-01
Les Ponts-de-Martel;2316;00;Les Ponts-de-Martel;6437;NE;2545231.130;1204494.954;fr;2008-07-01
Petit-Martel;2316;02;Les Ponts-de-Martel;6437;NE;2547573.072;1207018.454;fr;2008-07-01
Brot-Plamboz;2318;00;Les Ponts-de-Martel;6437;NE;2544591.481;1202555.625;fr;2008-07-01
St-Blaise;2072;00;Cornaux;6451;NE;2567009.291;1208616.176;fr;2008-07-01
Thielle;2075;01;Cornaux;6451;NE;2568879.247;1208208.523;fr;2008-07-01
Cornaux NE;2087;00;Cornaux;6451;NE;2568258.869;1209256.457;fr;2008-07-01
St-Blaise;2072;00;Cressier (NE);6452;NE;2566725.485;1211703.099;fr;2008-07-01
Cornaux NE;2087;00;Cressier (NE);6452;NE;2567770.817;1210338.115;fr;2008-07-01
Cressier NE;2088;00;Cressier (NE);6452;NE;2569267.192;1210963.576;fr;2008-07-01
Chaumont;2067;00;Enges;6453;NE;2566226.426;1213123.662;fr;2008-07-01
Enges;2073;00;Enges;6453;NE;2567704.093;1213660.837;fr;2008-07-01
Hauterive NE;2068;00;Hauterive (NE);6454;NE;2564268.302;1207392.566;fr;2008-07-01
Enges;2073;00;Le Landeron;6455;NE;2569033.709;1213440.414;fr;2008-07-01
La Neuveville;2520;00;Le Landeron;6455;NE;2572738.876;1212781.297;fr;2008-07-01
Lignières;2523;00;Le Landeron;6455;NE;2569869.214;1213521.493;fr;2008-07-01
Le Landeron;2525;00;Le Landeron;6455;NE;2571498.153;1212181.682;fr;2008-07-01
Lignières;2523;00;Lignières;6456;NE;2571086.832;1215642.004;fr;2008-07-01
Neuchâtel;2000;00;Neuchâtel;6458;NE;2561114.527;1205661.377;fr;2008-07-01
Peseux;2034;00;Neuchâtel;6458;NE;2558043.455;1204948.572;fr;2008-07-01
Corcelles NE;2035;00;Neuchâtel;6458;NE;2556327.511;1204205.680;fr;2008-07-01
Cormondrèche;2036;00;Neuchâtel;6458;NE;2556517.889;1203396.260;fr;2008-07-01
Montmollin;2037;00;Neuchâtel;6458;NE;2556872.269;1205408.388;fr;2008-07-01
Valangin;2042;00;Neuchâtel;6458;NE;2559251.493;1207545.514;fr;2008-07-01
Chaumont;2067;00;Neuchâtel;6458;NE;2563491.563;1208656.750;fr;2008-07-01
Hauterive NE;2068;00;Neuchâtel;6458;NE;2564179.257;1206510.151;fr;2008-07-01
St-Blaise;2072;00;Saint-Blaise;6459;NE;2566823.201;1209693.447;fr;2008-07-01
Marin-Epagnier;2074;00;La Tène;6461;NE;2567450.751;1206410.335;fr;2008-07-01
Thielle;2075;01;La Tène;6461;NE;2568699.007;1207590.501;fr;2008-07-01
Wavre;2075;02;La Tène;6461;NE;2568125.970;1208024.100;fr;2008-07-01
Gampelen;3236;00;La Tène;6461;NE;2569533.020;1203308.671;de;2008-07-01
Rochefort;2019;00;Val-de-Ruz;6487;NE;2551744.225;1207137.466;fr;2008-07-01
Montmollin;2037;00;Val-de-Ruz;6487;NE;2554179.253;1205620.266;fr;2008-07-01
Valangin;2042;00;Val-de-Ruz;6487;NE;2558342.846;1207607.331;fr;2008-07-01
Boudevilliers;2043;00;Val-de-Ruz;6487;NE;2557883.378;1208940.326;fr;2008-07-01
Fontaines NE;2046;00;Val-de-Ruz;6487;NE;2559127.662;1210163.610;fr;2008-07-01
Fontainemelon;2052;00;Val-de-Ruz;6487;NE;2558078.567;1211735.606;fr;2008-07-01
La Vue-des-Alpes;2052;02;Val-de-Ruz;6487;NE;2556626.767;1212675.814;fr;2008-07-01
Cernier;2053;00;Val-de-Ruz;6487;NE;2559387.099;1212242.315;fr;2008-07-01
Chézard-St-Martin;2054;00;Val-de-Ruz;6487;NE;2561090.418;1212673.587;fr;2008-07-01
Les Vieux-Prés;2054;02;Val-de-Ruz;6487;NE;2561115.310;1215729.774;fr;2008-07-01
Dombresson;2056;00;Val-de-Ruz;6487;NE;2563597.234;1213446.866;fr;2008-07-01
Villiers;2057;00;Val-de-Ruz;6487;NE;2565277.570;1214754.109;fr;2008-07-01
Le Pâquier NE;2058;00;Val-de-Ruz;6487;NE;2565655.646;1217069.980;fr;2008-07-01
Vilars NE;2063;00;Val-de-Ruz;6487;NE;2561493.320;1209193.565;fr;2008-07-01
Engollon;2063;02;Val-de-Ruz;6487;NE;2561134.485;1210706.484;fr;2008-07-01
Fenin;2063;03;Val-de-Ruz;6487;NE;2560583.915;1208111.419;fr;2008-07-01
Saules;2063;04;Val-de-Ruz;6487;NE;2561821.747;1209878.089;fr;2008-07-01
Savagnier;2065;00;Val-de-Ruz;6487;NE;2563240.558;1211091.082;fr;2008-07-01
Chaumont;2067;00;Val-de-Ruz;6487;NE;2563912.109;1209495.872;fr;2008-07-01
Les Geneveys-sur-Coffrane;2206;00;Val-de-Ruz;6487;NE;2553961.567;1207659.060;fr;2008-07-01
Coffrane;2207;00;Val-de-Ruz;6487;NE;2556339.849;1206555.674;fr;2008-07-01
Les Hauts-Geneveys;2208;00;Val-de-Ruz;6487;NE;2555960.261;1210344.937;fr;2008-07-01
La Sagne NE;2314;00;Val-de-Ruz;6487;NE;2554402.375;1211749.102;fr;2008-07-01
Nods;2518;00;Val-de-Ruz;6487;NE;2569022.487;1219195.676;fr;2008-07-01
Lignières;2523;00;Val-de-Ruz;6487;NE;2567641.400;1216803.834;fr;2008-07-01
Renan BE;2616;00;Val-de-Ruz;6487;NE;2556948.074;1215093.683;fr;2008-07-01
Buttes;2115;00;La Côte-aux-Fées;6504;NE;2529830.359;1190290.255;fr;2008-07-01
La Côte-aux-Fées;2117;00;La Côte-aux-Fées;6504;NE;2527485.852;1190789.890;fr;2008-07-01
Les Verrières;2126;00;Les Verrières;6511;NE;2526459.466;1196599.792;fr;2008-07-01
Le Brouillet;2406;04;Les Verrières;6511;NE;2527601.827;1198785.178;fr;2008-07-01
Noiraigue;2103;00;Val-de-Travers;6512;NE;2545379.762;1199687.946;fr;2008-07-01
Travers;2105;00;Val-de-Travers;6512;NE;2542151.695;1199794.955;fr;2008-07-01
Couvet;2108;00;Val-de-Travers;6512;NE;2538752.451;1198613.837;fr;2008-07-01
Môtiers NE;2112;00;Val-de-Travers;6512;NE;2537543.678;1194917.087;fr;2008-07-01
Boveresse;2113;00;Val-de-Travers;6512;NE;2536025.758;1196371.276;fr;2008-07-01
Fleurier;2114;00;Val-de-Travers;6512;NE;2535519.906;1194217.265;fr;2008-07-01
Buttes;2115;00;Val-de-Travers;6512;NE;2532026.830;1192227.554;fr;2008-07-01
Mont-de-Buttes;2116;00;Val-de-Travers;6512;NE;2529841.607;1193318.973;fr;2008-07-01
St-Sulpice NE;2123;00;Val-de-Travers;6512;NE;2533038.020;1195873.223;fr;2008-07-01
Les Sagnettes;2124;00;Val-de-Travers;6512;NE;2535364.160;1198561.404;fr;2008-07-01
Les Verrières;2126;00;Val-de-Travers;6512;NE;2526286.982;1200785.145;fr;2008-07-01
Les Bayards;2127;00;Val-de-Travers;6512;NE;2531406.530;1197292.096;fr;2008-07-01
Les Ponts-de-Martel;2316;00;Val-de-Travers;6512;NE;2542744.011;1202696.433;fr;2008-07-01
Brot-Plamboz;2318;00;Val-de-Travers;6512;NE;2544270.257;1201985.828;fr;2008-07-01
Le Brouillet;2406;04;Val-de-Travers;6512;NE;2528774.264;1200220.861;fr;2008-07-01
Aire-la-Ville;1288;00;Aire-la-Ville;6601;GE;2492439.333;1116435.913;fr;2008-07-01
Anières;1247;00;Anières;6602;GE;2507053.401;1125767.850;fr;2008-07-01
Avully;1237;00;Avully;6603;GE;2488859.405;1113899.007;fr;2008-07-01
Cartigny;1236;00;Avusy;6604;GE;2490402.753;1113285.419;fr;2008-07-01
Athenaz (Avusy);1285;00;Avusy;6604;GE;2489308.849;1112162.060;fr;2008-07-01
La Croix-de-Rozon;1257;00;Bardonnex;6605;GE;2497969.087;1111775.371;fr;2008-07-01
Perly;1258;00;Bardonnex;6605;GE;2496440.492;1112224.027;fr;2008-07-01
Bellevue;1293;00;Bellevue;6606;GE;2499726.634;1124018.858;fr;2008-07-01
Confignon;1232;00;Bernex;6607;GE;2494744.390;1114015.413;fr;2008-07-01
Bernex;1233;00;Bernex;6607;GE;2494034.190;1114693.896;fr;2008-07-01
Cartigny;1236;00;Bernex;6607;GE;2492463.025;1114330.504;fr;2008-07-01
Soral;1286;00;Bernex;6607;GE;2492924.132;1112537.604;fr;2008-07-01
Carouge GE;1227;00;Carouge (GE);6608;GE;2499907.502;1115064.136;fr;2008-07-01
Les Acacias;1227;04;Carouge (GE);6608;GE;2499662.488;1116061.314;fr;2008-07-01
Cartigny;1236;00;Cartigny;6609;GE;2491117.846;1114556.081;fr;2008-07-01
Céligny;1298;00;Céligny;6610;GE;2504439.312;1134131.604;fr;2008-07-01
Céligny;1298;00;Céligny;6610;GE;2503120.803;1133515.871;fr;2008-07-01
Avully;1237;00;Chancy;6611;GE;2487036.625;1113167.201;fr;2008-07-01
Chancy;1284;00;Chancy;6611;GE;2487363.949;1111719.586;fr;2008-07-01
Athenaz (Avusy);1285;00;Chancy;6611;GE;2488273.136;1112512.129;fr;2008-07-01
Chêne-Bougeries;1224;00;Chêne-Bougeries;6612;GE;2503140.706;1117091.045;fr;2008-07-01
Conches;1231;00;Chêne-Bougeries;6612;GE;2502545.295;1115665.134;fr;2008-07-01
Chêne-Bourg;1225;00;Chêne-Bourg;6613;GE;2504018.042;1116733.242;fr;2008-07-01
Choulex;1244;00;Choulex;6614;GE;2506763.062;1119888.682;fr;2008-07-01
Collex;1239;00;Collex-Bossy;6615;GE;2498473.730;1126210.079;fr;2008-07-01
Versoix;1290;00;Collex-Bossy;6615;GE;2499799.613;1125925.176;fr;2008-07-01
Vésenaz;1222;00;Collonge-Bellerive;6616;GE;2504853.792;1122427.331;fr;2008-07-01
Collonge-Bellerive;1245;00;Collonge-Bellerive;6616;GE;2504993.990;1123557.320;fr;2008-07-01
Cologny;1223;00;Cologny;6617;GE;2503291.961;1119073.792;fr;2008-07-01
Plan-les-Ouates;1228;00;Confignon;6618;GE;2496813.689;1114038.495;fr;2008-07-01
Confignon;1232;00;Confignon;6618;GE;2495713.269;1114170.978;fr;2008-07-01
Corsier GE;1246;00;Corsier (GE);6619;GE;2506563.294;1124217.766;fr;2008-07-01
La Plaine;1283;00;Dardagny;6620;GE;2488947.670;1115070.944;fr;2008-07-01
Dardagny;1283;01;Dardagny;6620;GE;2487819.874;1117857.077;fr;2008-07-01
Genève;1201;00;Genève;6621;GE;2500072.338;1118419.850;fr;2008-07-01
Genève;1202;00;Genève;6621;GE;2499542.532;1119722.679;fr;2008-07-01
Genève;1203;00;Genève;6621;GE;2498512.086;1118311.183;fr;2008-07-01
Genève;1204;00;Genève;6621;GE;2500133.389;1117583.561;fr;2008-07-01
Genève;1205;00;Genève;6621;GE;2500032.946;1116801.066;fr;2008-07-01
Genève;1206;00;Genève;6621;GE;2501189.486;1115885.045;fr;2008-07-01
Genève;1207;00;Genève;6621;GE;2501592.660;1117909.701;fr;2008-07-01
Genève;1208;00;Genève;6621;GE;2501721.456;1117143.832;fr;2008-07-01
Genève;1209;00;Genève;6621;GE;2498641.531;1119785.243;fr;2008-07-01
Petit-Lancy;1213;00;Genève;6621;GE;2498202.530;1117295.259;fr;2008-07-01
Le Grand-Saconnex;1218;00;Genève;6621;GE;2499236.075;1120786.234;fr;2008-07-01
Carouge GE;1227;00;Genève;6621;GE;2499037.709;1116143.747;fr;2008-07-01
Les Acacias;1227;04;Genève;6621;GE;2499219.667;1116624.819;fr;2008-07-01
Chambésy;1292;00;Genève;6621;GE;2500367.701;1120377.149;fr;2008-07-01
Genthod;1294;00;Genthod;6622;GE;2501064.122;1124477.380;fr;2008-07-01
Genève;1209;00;Le Grand-Saconnex;6623;GE;2498602.393;1120259.604;fr;2008-07-01
Genève;1215;00;Le Grand-Saconnex;6623;GE;2497270.077;1121290.074;fr;2008-07-01
Cointrin;1216;00;Le Grand-Saconnex;6623;GE;2497778.898;1120031.682;fr;2008-07-01
Le Grand-Saconnex;1218;00;Le Grand-Saconnex;6623;GE;2498431.594;1121244.352;fr;2008-07-01
Gy;1251;00;Gy;6624;GE;2511105.399;1123120.052;fr;2008-07-01
Jussy;1254;00;Gy;6624;GE;2510431.686;1122310.956;fr;2008-07-01
Hermance;1248;00;Hermance;6625;GE;2507981.766;1127722.124;fr;2008-07-01
Jussy;1254;00;Jussy;6626;GE;2510631.035;1121492.222;fr;2008-07-01
Cartigny;1236;00;Laconnex;6627;GE;2490516.325;1113339.381;fr;2008-07-01
Laconnex;1287;00;Laconnex;6627;GE;2491442.771;1112909.591;fr;2008-07-01
Grand-Lancy;1212;00;Lancy;6628;GE;2498255.022;1114845.282;fr;2008-07-01
Petit-Lancy;1213;00;Lancy;6628;GE;2497879.386;1116592.692;fr;2008-07-01
Onex;1213;03;Lancy;6628;GE;2497443.851;1115522.469;fr;2008-07-01
Les Acacias;1227;04;Lancy;6628;GE;2498697.642;1116191.093;fr;2008-07-01
Plan-les-Ouates;1228;00;Lancy;6628;GE;2499503.736;1113864.267;fr;2008-07-01
Troinex;1256;00;Lancy;6628;GE;2499700.729;1113737.230;fr;2008-07-01
Meinier;1252;00;Meinier;6629;GE;2507169.399;1121843.544;fr;2008-07-01
Vernier;1214;00;Meyrin;6630;GE;2494441.279;1119626.079;fr;2008-07-01
Genève;1215;00;Meyrin;6630;GE;2496731.269;1120683.782;fr;2008-07-01
Cointrin;1216;00;Meyrin;6630;GE;2497247.677;1120124.262;fr;2008-07-01
Meyrin;1217;00;Meyrin;6630;GE;2494605.718;1121133.128;fr;2008-07-01
Grand-Lancy;1212;00;Onex;6631;GE;2497165.488;1114711.902;fr;2008-07-01
Onex;1213;03;Onex;6631;GE;2496600.750;1115701.154;fr;2008-07-01
Perly;1258;00;Perly-Certoux;6632;GE;2495663.790;1112758.921;fr;2008-07-01
Grand-Lancy;1212;00;Plan-les-Ouates;6633;GE;2496684.987;1114539.075;fr;2008-07-01
Plan-les-Ouates;1228;00;Plan-les-Ouates;6633;GE;2498012.156;1113383.972;fr;2008-07-01
Troinex;1256;00;Plan-les-Ouates;6633;GE;2499572.085;1113227.162;fr;2008-07-01
La Croix-de-Rozon;1257;00;Plan-les-Ouates;6633;GE;2499529.525;1112583.279;fr;2008-07-01
Genève;1202;00;Pregny-Chambésy;6634;GE;2499434.667;1120932.951;fr;2008-07-01
Chambésy;1292;00;Pregny-Chambésy;6634;GE;2499931.073;1121806.627;fr;2008-07-01
Presinge;1243;00;Presinge;6635;GE;2509263.272;1118973.324;fr;2008-07-01
Puplinge;1241;00;Puplinge;6636;GE;2506686.236;1118348.353;fr;2008-07-01
Russin;1281;00;Russin;6637;GE;2489879.761;1116455.710;fr;2008-07-01
Vernier;1214;00;Satigny;6638;GE;2494050.765;1118627.465;fr;2008-07-01
Satigny;1242;00;Satigny;6638;GE;2491078.944;1119197.014;fr;2008-07-01
Russin;1281;00;Satigny;6638;GE;2489039.232;1118424.622;fr;2008-07-01
Soral;1286;00;Soral;6639;GE;2492022.686;1111562.435;fr;2008-07-01
Thônex;1226;00;Thônex;6640;GE;2505002.003;1116716.126;fr;2008-07-01
Veyrier;1255;00;Troinex;6641;GE;2502267.759;1112764.949;fr;2008-07-01
Troinex;1256;00;Troinex;6641;GE;2500913.995;1112797.782;fr;2008-07-01
La Croix-de-Rozon;1257;00;Troinex;6641;GE;2500097.711;1111652.518;fr;2008-07-01
Vandoeuvres;1253;00;Vandoeuvres;6642;GE;2504723.011;1119524.736;fr;2008-07-01
Genève;1209;00;Vernier;6643;GE;2497734.543;1119406.025;fr;2008-07-01
Vernier;1214;00;Vernier;6643;GE;2495225.623;1118898.353;fr;2008-07-01
Cointrin;1216;00;Vernier;6643;GE;2497713.537;1119881.236;fr;2008-07-01
Le Lignon;1219;00;Vernier;6643;GE;2496582.041;1118278.633;fr;2008-07-01
Aïre;1219;10;Vernier;6643;GE;2496544.789;1117383.155;fr;2008-07-01
Châtelaine;1219;12;Vernier;6643;GE;2497449.415;1118731.494;fr;2008-07-01
Les Avanchets;1220;00;Vernier;6643;GE;2497403.954;1119691.650;fr;2008-07-01
Versoix;1290;00;Versoix;6644;GE;2500639.515;1127762.301;fr;2008-07-01
Vessy;1234;00;Veyrier;6645;GE;2501042.759;1114532.763;fr;2008-07-01
Veyrier;1255;00;Veyrier;6645;GE;2502358.362;1113703.391;fr;2008-07-01
Troinex;1256;00;Veyrier;6645;GE;2501426.664;1113268.272;fr;2008-07-01
Boécourt;2856;00;Boécourt;6702;JU;2583525.387;1245250.452;fr;2008-07-01
Montavon;2857;00;Boécourt;6702;JU;2584541.937;1246845.508;fr;2008-07-01
Montmelon;2883;00;Boécourt;6702;JU;2581703.972;1244710.270;fr;2008-07-01
Bourrignon;2803;00;Bourrignon;6703;JU;2585888.614;1249269.224;fr;2008-07-01
Châtillon JU;2843;00;Châtillon (JU);6704;JU;2592886.247;1241235.330;fr;2008-07-01
Vicques;2824;00;Courchapoix;6706;JU;2600506.216;1245162.954;fr;2008-07-01
Courchapoix;2825;00;Courchapoix;6706;JU;2601052.702;1244506.840;fr;2008-07-01
Delémont;2800;00;Courrendlin;6708;JU;2594154.507;1244547.169;fr;2008-07-01
Courrendlin;2830;00;Courrendlin;6708;JU;2595509.707;1242444.221;fr;2008-07-01
Vellerat;2830;02;Courrendlin;6708;JU;2594318.607;1240451.132;fr;2008-07-01
Rebeuvelier;2832;00;Courrendlin;6708;JU;2598361.004;1241112.920;fr;2008-07-01
Soyhières;2805;00;Courroux;6709;JU;2596360.866;1248371.391;fr;2008-07-01
Courroux;2822;00;Courroux;6709;JU;2595664.891;1246152.302;fr;2008-07-01
Courcelon;2823;00;Courroux;6709;JU;2597438.353;1246092.937;fr;2008-07-01
Courrendlin;2830;00;Courroux;6709;JU;2596981.105;1243175.791;fr;2008-07-01
Courtételle;2852;00;Courtételle;6710;JU;2590797.090;1242330.906;fr;2008-07-01
Courfaivre;2853;00;Courtételle;6710;JU;2589723.179;1242377.719;fr;2008-07-01
Delémont;2800;00;Delémont;6711;JU;2591978.761;1246460.405;fr;2008-07-01
Mettembert;2806;00;Delémont;6711;JU;2591954.831;1249098.974;fr;2008-07-01
Courtételle;2852;00;Delémont;6711;JU;2591569.894;1244654.482;fr;2008-07-01
Delémont;2800;00;Develier;6712;JU;2590435.360;1245146.435;fr;2008-07-01
Develier;2802;00;Develier;6712;JU;2588468.570;1245833.351;fr;2008-07-01
Ederswiler;2813;00;Ederswiler;6713;JU;2591219.037;1252850.723;de;2008-07-01
Roggenburg;2814;00;Ederswiler;6713;JU;2593801.833;1251907.149;de;2008-07-01
Mervelier;2827;00;Mervelier;6715;JU;2605772.581;1243060.208;fr;2008-07-01
Mettembert;2806;00;Mettembert;6716;JU;2591773.230;1249593.247;fr;2008-07-01
Movelier;2812;00;Movelier;6718;JU;2591872.309;1251087.754;fr;2008-07-01
Ederswiler;2813;00;Movelier;6718;JU;2592595.276;1251591.226;de;2008-07-01
Bourrignon;2803;00;Pleigne;6719;JU;2588014.235;1249580.975;fr;2008-07-01
Mettembert;2806;00;Pleigne;6719;JU;2589380.986;1249320.426;fr;2008-07-01
Pleigne;2807;00;Pleigne;6719;JU;2587803.027;1251500.976;fr;2008-07-01
Lucelle;2807;01;Pleigne;6719;JU;2585081.493;1251893.045;fr;2008-07-01
Ederswiler;2813;00;Pleigne;6719;JU;2590501.691;1253258.555;de;2008-07-01
Roggenburg;2814;00;Pleigne;6719;JU;2591567.922;1254326.995;de;2008-07-01
Rossemaison;2842;00;Rossemaison;6721;JU;2592804.570;1243667.363;fr;2008-07-01
Fornet-Dessus;2718;02;Saulcy;6722;JU;2578154.212;1237706.967;fr;2008-07-01
Saulcy;2873;00;Saulcy;6722;JU;2579359.104;1239267.529;fr;2008-07-01
Soyhières;2805;00;Soyhières;6724;JU;2595741.307;1249579.107;fr;2008-07-01
Les Ecorcheresses;2748;02;Haute-Sorne;6729;JU;2585546.732;1237615.870;fr;2008-07-01
Courfaivre;2853;00;Haute-Sorne;6729;JU;2587997.306;1242224.651;fr;2008-07-01
Bassecourt;2854;00;Haute-Sorne;6729;JU;2584798.084;1242877.037;fr;2008-07-01
Glovelier;2855;00;Haute-Sorne;6729;JU;2580887.990;1241496.712;fr;2008-07-01
Undervelier;2863;00;Haute-Sorne;6729;JU;2582943.578;1239335.889;fr;2008-07-01
Soulce;2864;00;Haute-Sorne;6729;JU;2588848.405;1238804.685;fr;2008-07-01
Vicques;2824;00;Val Terbi;6730;JU;2599052.593;1244373.715;fr;2008-07-01
Corban;2826;00;Val Terbi;6730;JU;2602612.019;1244631.187;fr;2008-07-01
Montsevelier;2828;00;Val Terbi;6730;JU;2605446.808;1245453.134;fr;2008-07-01
Vermes;2829;00;Val Terbi;6730;JU;2604169.268;1240924.745;fr;2008-07-01
Rebeuvelier;2832;00;Val Terbi;6730;JU;2599628.920;1242173.297;fr;2008-07-01
Le Bémont JU;2360;00;Le Bémont (JU);6741;JU;2569361.359;1234601.521;fr;2008-07-01
Montfaucon;2362;00;Le Bémont (JU);6741;JU;2571536.076;1232901.945;fr;2008-07-01
Les Enfers;2363;00;Le Bémont (JU);6741;JU;2569357.594;1236710.143;fr;2008-07-01
La Ferrière;2333;00;Les Bois;6742;JU;2558790.837;1222929.190;fr;2008-07-01
Les Bois;2336;00;Les Bois;6742;JU;2559033.002;1225369.098;fr;2008-07-01
Les Breuleux;2345;00;Les Breuleux;6743;JU;2566862.647;1228359.825;fr;2008-07-01
La Chaux-des-Breuleux;2345;03;Les Breuleux;6743;JU;2568903.506;1230372.566;fr;2008-07-01
Les Pommerats;2353;00;Les Enfers;6745;JU;2567754.034;1237958.792;fr;2008-07-01
Les Enfers;2363;00;Les Enfers;6745;JU;2569924.915;1237560.827;fr;2008-07-01
Les Genevez JU;2714;00;Les Genevez (JU);6748;JU;2575975.827;1233824.067;fr;2008-07-01
Le Prédame;2714;02;Les Genevez (JU);6748;JU;2574402.449;1233764.598;fr;2008-07-01
Montfaucon;2362;00;Lajoux (JU);6750;JU;2574859.512;1236816.589;fr;2008-07-01
Lajoux JU;2718;00;Lajoux (JU);6750;JU;2576726.118;1236426.252;fr;2008-07-01
Fornet-Dessus;2718;02;Lajoux (JU);6750;JU;2578676.167;1237554.770;fr;2008-07-01
Montfaucon;2362;00;Montfaucon;6751;JU;2572099.000;1235416.790;fr;2008-07-01
Montfavergier;2362;02;Montfaucon;6751;JU;2573499.069;1239481.139;fr;2008-07-01
Lajoux JU;2718;00;Montfaucon;6751;JU;2574293.629;1235653.433;fr;2008-07-01
Les Emibois;2338;00;Muriaux;6753;JU;2566614.980;1231290.034;fr;2008-07-01
Muriaux;2338;02;Muriaux;6753;JU;2565652.346;1232717.253;fr;2008-07-01
Les Breuleux;2345;00;Muriaux;6753;JU;2564013.844;1227521.969;fr;2008-07-01
Le Cerneux-Veusil;2345;02;Muriaux;6753;JU;2564610.173;1225860.567;fr;2008-07-01
Les Bois;2336;00;Le Noirmont;6754;JU;2560483.677;1228088.551;fr;2008-07-01
Le Noirmont;2340;00;Le Noirmont;6754;JU;2562553.849;1229517.068;fr;2008-07-01
Les Breuleux;2345;00;Le Noirmont;6754;JU;2562814.998;1226908.284;fr;2008-07-01
Saignelégier;2350;00;Saignelégier;6757;JU;2568904.533;1232852.985;fr;2008-07-01
Les Pommerats;2353;00;Saignelégier;6757;JU;2566023.984;1236703.650;fr;2008-07-01
Goumois;2354;00;Saignelégier;6757;JU;2564127.466;1233590.999;fr;2008-07-01
St-Brais;2364;00;Saint-Brais;6758;JU;2576055.515;1239485.907;fr;2008-07-01
Saulcy;2873;00;Saint-Brais;6758;JU;2576280.694;1238424.567;fr;2008-07-01
St-Ursanne;2882;00;Saint-Brais;6758;JU;2575296.977;1241146.159;fr;2008-07-01
Montmelon;2883;00;Saint-Brais;6758;JU;2577021.865;1242016.719;fr;2008-07-01
Epiquerez;2886;00;Saint-Brais;6758;JU;2574753.734;1241020.197;fr;2008-07-01
Soubey;2887;00;Soubey;6759;JU;2570407.732;1240074.666;fr;2008-07-01
Alle;2942;00;Alle;6771;JU;2576436.612;1253031.124;fr;2008-07-01
Boncourt;2926;00;Boncourt;6774;JU;2567692.224;1259827.310;fr;2008-07-01
Bure;2915;00;Bure;6778;JU;2566585.733;1254456.235;fr;2008-07-01
Coeuve;2932;00;Coeuve;6781;JU;2574104.556;1255606.109;fr;2008-07-01
Cornol;2952;00;Cornol;6782;JU;2579077.836;1250543.780;fr;2008-07-01
Courchavon;2922;00;Courchavon;6783;JU;2570293.388;1254215.656;fr;2008-07-01
Courgenay;2950;00;Courgenay;6784;JU;2576392.638;1249490.188;fr;2008-07-01
Courtemautruy;2950;02;Courgenay;6784;JU;2577552.015;1247997.888;fr;2008-07-01
Porrentruy;2900;00;Courtedoux;6785;JU;2570598.302;1251048.538;fr;2008-07-01
Courtedoux;2905;00;Courtedoux;6785;JU;2569075.072;1251298.547;fr;2008-07-01
Fahy;2916;00;Fahy;6789;JU;2563765.223;1252210.543;fr;2008-07-01
Porrentruy;2900;00;Fontenais;6790;JU;2572669.279;1250729.527;fr;2008-07-01
Fontenais;2902;00;Fontenais;6790;JU;2572803.447;1249792.867;fr;2008-07-01
Villars-sur-Fontenais;2903;00;Fontenais;6790;JU;2572576.016;1248059.276;fr;2008-07-01
Bressaucourt;2904;00;Fontenais;6790;JU;2569733.824;1248124.528;fr;2008-07-01
Grandfontaine;2908;00;Grandfontaine;6792;JU;2561722.129;1249240.366;fr;2008-07-01
Porrentruy;2900;00;Porrentruy;6800;JU;2572077.697;1252268.913;fr;2008-07-01
Vendlincourt;2943;00;Vendlincourt;6806;JU;2577684.852;1255794.079;fr;2008-07-01
Bure;2915;00;Basse-Allaine;6807;JU;2568299.196;1256657.486;fr;2008-07-01
Courtemaîche;2923;00;Basse-Allaine;6807;JU;2570342.174;1256501.356;fr;2008-07-01
